Resume ID,Company,Dates,total_gap_years,gap_greater_equal_2_years
838,"['Director of Finance\n\nCompany Name\n\n', 'Sr. Operations Analyst-Fund Accounting\n\nCompany Name\n\n', 'Financial Analyst-General Accounting\n\nCompany Name\n\n', 'Tax Analyst\n\nCompany Name\n\n', 'Team Lead- Sr. Research/Financial Analyst\n\nCompany Name\n\n', 'Investor Services Specialist\n\nCompany Name\n\n']","['2016to2024', '2015to2016', '2013to2015', '2011to2011', '2007to2012', '2001to2007']",0,False
841,"['Staff Accountant\n\nCompany Name\n', 'Finance Consultant/Budget Analyst\n\nCompany Name\n', 'Senior Accountant\n\nCompany Name\n', 'Financial Coordinator, Accountant I\n\nCompany Name\n']","['2015to2016', '2013to2015', '2012to2013', '2011to2012']",0,False
844,,['to2024'],0,False
846,"['Led support groups to help parents regain and improve their parent-child bond.\nChild Family Advocate\n\n', 'agencies to obtain and provide information.\nCustomer Services Team Lead\n\n', 'satisfaction.\nCustomer Service/Banking\n', 'Processed treasury, tax and loan payments.\nAdministrative Assistant\n\n', 'Received and distributed faxes and mail in a timely manner.\nCall Center/Phone Representative/Collector\n\n']","['2013to2024', '2010to2013', '2007to2009', '2007to2007', '2005to2007']",0,False
849,"['HR Associate\n\nCompany Name\n\n', 'Cashier Captain\n\nCompany Name\n\n', 'Sales Associate\n\nCompany Name\n\n', 'Cashier, Shipment Associate\n\nCompany Name\n\n', 'Administrative Assistant\n\nCompany Name\n\n', 'nd Grade Sunday School Teacher\n\nCompany Name\n\n']","['2015to2024', '2014to2014', '2013to2014', '2011to2012', '2010to2014', '2009to2010']",0,False
850,"['Senior Accountant\n\nCompany Name\n\n', 'Corporate Tax Analyst\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Financial Advisor\n\nCompany Name\n\n']","['2011to2014', '2011to2010', '2009to2009', '2003to2009']",0,False
852,"['HR Manager\n\nCompany Name\n\n', 'HR Representative III\n\nCompany Name\n\n', 'Restaurant Manager & Trainer\n\nCompany Name\n\n']","['2007to2024', '2001to2007', '1993to2001']",0,False
854,"['Vice President, Information Technology\n\nCompany Name\n\n', 'Director, IT Infrastructure\n\nCompany Name\n\n', 'Manager, IT Operations - Windows\nCompany Name\n\n', 'IT Manager - Networking, Systems, & Support\n\nCompany Name\n\n', 'System Administrator\n\nCompany Name\n\n', 'Inside Sales Representative\n\nCompany Name\n\n']","['2012to2024', '2008to2012', '2006to2008', '1999to2006', '1996to1999', '1994to1996']",0,False
857,"['Accountant\n\nCompany Name\n', 'Accountant\n\nCompany Name\n', 'Staff Accountant\n\nCompany Name\n']","['2012to2024', '2007to2011', '2005to2007']",0,False
858,"['Corporate Accountant\nCompany Name\n\n', 'Senior Accountant/Analyst\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n\n', 'Accounting Clerk\n\nCompany Name\n\n', 'Accounting Clerk\n\nCompany Name\n\n']","['2011to2015', '2010to2011', '2003to2010', '2000to2003', '1998to2000']",0,False
86,"['ADMINISTRATIVE ASSISTANT\n\n,\n', 'HOME HEALTHCARE AIDE\n\n,\n', 'OFFICE ASSISTANT\n\n,\n', 'UNIT CLERK\n\n,\n', 'DAYCARE TEACHING ASSISTANT\n\n,\n', 'ADMINISTRATIVE ASSISTANT\n\n,\n', 'HOMEWATCH CAREGIVERS\n\n,\n', 'OFFICE ASSISTANT\n\n,\n', 'MICHIGAN MEDICINE\n\n,\n', 'DAYCARE TEACHING ASSISTANT\n\n,\n']","['2019to2024', '2019to2024', '2018to2018', '2018to2018', '2017to2019', '2017to2019', '2016to2024', '2016to2024', '2016to2016', '2016to2016']",0,False
862,"['Multi-Cultural/ international team working experienceBilingual English & ChineseÂ\nERP/AccountingÂ systemsÂ Proficiency; Advanced utilization Microsoft Office Suite, especially Excel.\n', 'global brands; Â Verify sales reports with Licensing Contracts, Royalty Rates, CMF/ BDI, Other Marketing Funds etc. Royalty, Payment /\nWithholding TaxÂ Â\n', 'Leadership and support of the International Logistic. AP, AR and payroll functions Oversees Accounts Payable /Accounts Receivable\n/Payroll functions, provide training to staff. Coordinate with International logistic department to handle any urgent shipping documents.\n', 'Recording all cheques and maintaining the general ledger;\nMaintaining accounts receivable and payable;\n', 'Customer care\nAssist with other office/ administrative tasks.\n']","['2012to2015', '2011to2012', '2008to2011', '2007to2008', '2007to2007']",0,False
864,"['Patient Advocate\n\nCompany Name\n', 'Claims, Eligibility and Benefits Specialist III\n\nCompany Name\n', 'Certified Data Entry Pharmacy Technician\n\nCompany Name\n', 'Lead Certified Pharmacy Technician\n\nCompany Name\n']","['2016to2024', '2015to2015', '2013to2015', '2009to2013']",0,False
865,"['Senior Manager of Customer Support\n\nCompany Name\n', 'Manager of Customer Support\n\nCompany Name\n', 'Customer Support Representative\n\nCompany Name\n', 'Administrative Assistant\n\nCompany Name\n', 'Lead Flight Attendant\n\nCompany Name\n']","['2016to2024', '2013to2016', '2012to2013', '2011to2012', '2003to2011']",0,False
87,"['Consumer Advocate\n\nCompany Name\n', 'Customer Service Representative\n\nCompany Name\n', 'Customer Service Representative\n\nCompany Name\n', 'Administrative Assistant Commercial / Personal Lines CSR\n\nCompany Name\n', 'Field Representative\n\nCompany Name\n', 'Personal Lines Customer Service Representative\n\nCompany Name\n', 'Personal Lines Inside Sales Agent\n\nCompany Name\n', 'Underwriting Supervisor\n\nCompany Name\n', 'Customer Service Team Lead\n\nCompany Name\n', 'Travel Sales Associate\n\nCompany Name\n']","['2016to2024', '2016to2016', '2014to2016', '2012to2014', '2007to2012', '2006to2007', '2005to2006', '1999to2005', '1992to1999', '1988to1992']",0,False
871,"['Accountant\n\nCompany Name\n', 'Tax Accountant\n\nCompany Name\n', 'Accounting Manager\n\nCompany Name\n', 'Tax Accountant\n\nCompany Name\n']","['2012to2014', '2011to2012', '2007to2011', '2005to2006']",0,False
879,"['Finance And Accounting Specialist\n\n,\n', 'Buyer\n\n,\n', 'Administrative Assistant\n\n,\n', 'Executive Administrative Assistant\n\n,\n', 'Software Tester\n\n,\n', 'Booking Clerk\n\n,\n']","['2005to2017', '1996to2005', '1990to1995', '1985to1989', '1979to1985', '1972to1979']",0,False
88,"['Night Service Representative\n\nCompany Name\n\n', 'Account Manager\n\nCompany Name\n\n', 'Sales Counselor\n\nCompany Name\n\n']","['2017to2017', '2016to2016', '2014to2017']",0,False
880,"['Information Technology Senior Manager\n\nCompany Name\n\n', 'Information Technology Director\nCompany Name\n\n', 'Business Systems Delivery Consultant\n\nCompany Name\n\n', 'Client Services Manager\n\nCompany Name\n']","['2013to2015', '2000to2013', '1999to2000', '1998to1999']",0,False
882,"['Finance Manager\n\nCompany Name\n\n', 'Finance Manager\n\nCompany Name\n\n', 'Finance Manager\n\nCompany Name\n\n', 'CNA\n\nCompany Name\n\n']","['2015to2016', '2015to2015', '2010to2015', '2003to2010']",0,False
884,"['Manager of Finance\n\nCompany Name\n\n', 'Business Director II\n\nCompany Name\n\n', 'Director of Finance\n\nCompany Name\n\n', 'Assistant CFO\n\nCompany Name\n\n', 'Director of Decision Support & Controller of Emory\n\nCompany Name\n\n']","['2016to2024', '2010to2015', '2007to2009', '2006to2007', '1999to2001']",0,False
886,"['Company Name\n\nFinance Director\n\n', 'Company Name\n\nSystems Manager\n\n', 'Company Name\n\nStaff Accountant\n\n']","['2012to2024', '2011to2012', '2008to2010']",0,False
887,"['Company Name\n\nFinance Project Coordinator\n\n', 'Company Name\n\nMD Verification Division-Temp Contract Position\n\n']","['2012to2024', '2012to2012']",0,False
889,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2006to2014', '2005to2006', '2005to2005', '2000to2004']",0,False
89,"['Maintains hierarchy structure, ensuring that communication is properly filtered.\nCompany Name\n\n']",['1986to2004'],0,False
891,"['HR Consultant\n\nCompany Name\n', 'Director of Customer Strategies-Heart Walks\n\nCompany Name\n', 'Human Resources-Recruiter\n\nCompany Name\n', 'Talent Attraction\n\nCompany Name\n', 'Assistant Vice-President-Human Resources\n\nCompany Name\n']","['2015to2024', '2014to2015', '2014to2015', '2012to2014', '1999to2012']",0,False
892,"['HR Contact Center Specialist\n\nCompany Name\n', 'Admissions Representative\n\nCompany Name\n', 'Recruiting Coordinator\n03/2014\n']","['2016to2024', '2014to2016', '2014to2014']",0,False
893,,['to2024'],0,False
895,"['Patient Advocate\n\nCompany Name\n\n', 'Operations Team Lead\n\nCompany Name\n\n']","['2017to2024', '2002to2015']",0,False
9,,['to2024'],0,False
90,"['employee benefits administration Highly effective\nemployer representation in unemployment claims and hearings.\n', 'A.\n01/2013\n\nto\n01/2013', 'Maintain HRIS/Payroll system\nProcess invoices for payment.\n', 'A\nCoordinate quarterly meetings.\n', 'Assist in employee conflict resolution\nEstablish written policies and procedures.\n', 'Respond to\nUnemployment claims, and effectively represent WESCO in Unemployment hearings.\n', 'Maintain accurate confidential employee files\nCoordinate Annual Service Award Program.\n', 'Analyzed information for\nannual reporting to Federal, State and local government.', 'Confirmed retirement information for monthly reporting to the State of Michigan\nMaintained direct deposit system.\n']","['2014to2014', '2013to2013', '2012to2013', '2009to2012', '2004to2009', '2002to2004', '2001to2002', '1999to2001', '1996to1999']",0,False
906,['Company Name\n\nCity\n'],['2013to2014'],0,False
907,"['Advocate General\n\nCompany Name\n', '% decrease in critical incidents being reported from Collaborating with the Oklahoma\n', 'Consumer Advocate\n\nCompany Name\n', 'BEST Award (Building Excellent Services Together) two times.\nCompany Name\n']","['2014to2024', '2014to2015', '2013to2014', '2004to2013']",0,False
909,"['Accountant\n\nCompany Name\n', 'Campus Accountant\n\nCompany Name\n', 'Staff Accountant\n\nCompany Name\n', 'Senior Finance Associate\n\nCompany Name\n', 'Staff Accountant\n\nCompany Name\n']","['2013to2014', '2012to2012', '2010to2012', '2008to2010', '2006to2008']",0,False
91,"['HR Professional\nCompany Name\n\n', 'HR Assistant\n\nCompany Name\n\n', 'Updated key human resource metrics, including turnover and terminations, using reporting tools on the HRMS databaseClient/Advisor Professional\nCompany Name\n\n', 'Personal Banker\n\nCompany Name\n\n']","['2013to2014', '2011to2013', '2011to2012', '2008to2011']",0,False
913,['Information Technology Director\n\nCompany Name\n\n'],['1999to2015'],0,False
919,"['Supply Chain Manager\n\nCity\n', 'Materials Manager\n\nResponsible for sourcing and procuring all material required for repair and overhaul of jet engine and components as well as all contracts for\n', ""Contracts Supervisor\n\nInteracted with Department heads to ensure the highest quality proposal was provided by meeting the customers' requirements for Value\n"", 'City\n\n,\n']","['2013to2014', '2010to2013', '2006to2010', '1996to2001']",0,False
92,"['Accountant II\n\n,\n', 'Accountant\n\n,\n', 'Accountant\n\n,\n', 'Financial Service Representative/ Back-up Supervisor\n\n,\n']","['2017to2024', '2015to2017', '2013to2015', '2011to2013']",0,False
923,"['Family Advocate\n\nCompany Name\n', 'Family Care Manager\n\nCompany Name\n', 'Sales Associate\n\nCompany Name\n', 'Student Assistant/Building Manager\n\nCompany Name\n']","['2011to2024', '2005to2009', '2004to2005', '2002to2004']",0,False
928,"['Information Technology Manager\n\nCompany Name\n', 'Network Analyst\n\nCompany Name\n']","['2013to2024', '1987to2012']",0,False
929,"['Finance Manager\n\nCompany Name\n\n', 'Senior Administrator\n\nCompany Name\n\n', 'Director of Accounting\n\nCompany Name\n\n', 'Accounting & Benefits Manager\n\nCompany Name\n\n']","['2013to2024', '2011to2013', '2007to2011', '2006to2007']",0,False
93,"['HR Manager\n\nCompany Name\n', 'Manager - HR Corporate Recruiter and HR consultant\n\nCompany Name\n', 'Sr. HR Generalist/Lead Recruiting Manager\nCompany Name\n\n', 'Employee Relations Generalist\n\nCompany Name\n\n']","['2013to2024', '2006to2013', '1998to2006', '1992to1998']",0,False
934,"['Operations Associate\n\n,\n', 'Assistant to the Executive Director\n\n,\n', 'Meisha Lawson Marketing Ã¢â‚¬â€œ Marketing Coordinator\n\n,\n', 'Fieldhouse Manager & ZumbaÃ‚Â® Fitness Instructor\n\n,\n']","['2016to2024', '2015to2024', '2015to2024', '2009to2014']",0,False
935,"['Senior HR Manager, HR Business Partner\n\nCompany Name\n\n', 'HR Manager\n\nQuality Service Manager, HR Manager\n\n', 'Assistant Property Manager\n\nCompany Name\n']","['2014to2016', '2012to2013', '2007to2010']",0,False
943,"['HR Assistant III\n\nCompany Name\n', 'Compliance Coordinator\n\nCompany Name\n', 'Enrollment Coordinator\n\nCompany Name\n', 'Accounts Payable Clerk\n\nCompany Name\n']","['2017to2017', '2015to2017', '2012to2013', '2007to2008']",0,False
945,"['Hr Specialist\n\nCompany Name\n\n', 'Customer Service Representative\n\nCompany Name\n\n', 'Call Centre Shift Supervisor\n\nCompany Name\n\n']","['2007to2008', '2007to2008', '2003to2007']",0,False
949,"['Information Technology Specialist\n\nCompany Name\n', 'Computer Technical Specialist\n\nCompany Name\n\n', 'Senior Computer Network Support Technician\n\nCity\n\n', 'Junior Network Administrator\n\nCompany Name\n\n']","['2015to2024', '2007to2014', '2001to2007', '1999to2001']",0,False
950,"['Company Name\n\nAccountant\n\n', 'Company Name\n\nAccountant\n\n', 'Company Name\n\nBookkeeper\n\n', 'Company Name\n\nAccountant\n\n', 'Company Name\n\nAssistant Bookkeeper\n\n']","['2013to2024', '2010to2013', '2006to2008', '2003to2005', '1999to2002']",0,False
951,"['Information Technology Manager\n\n,\n', 'IT Administrator\n\n,\n', 'Network Administrator\n\n,\n', 'Information Technology Consultant\n\n,\n', 'Network Administrator\n\n,\n', 'Administration of intranet.Network Administrator\n\n,\n', 'College of Education Computer Technician\n\n,\n']","['2013to2024', '2011to2013', '2010to2011', '2008to2011', '2008to2011', '2008to2009', '2006to2008']",0,False
952,"['Finance Manager\n\nCompany Name\n\n', 'Financial Analyst II\n\nCompany Name\n\n', 'Corporate Accountant\n\nCompany Name\n\n', 'Named Employee of the Month.Resort Revenue Manager\n\nCompany Name\n\n']","['2008to2024', '2000to2008', '1998to2000', '1991to1998']",0,False
953,"['expert level\nCompany Name\n\n', 'external reporting.\nCompany Name\n\n', 'and schedule and conduct training of staff on software.\nCompany Name\n\n', 'Fill out tax forms and applications.\nCompany Name\n\n', '(creating new files when necessary), answered phones and dealt directly with customers and vendors.\nCompany Name\n\n']","['2016to2024', '2012to2015', '2011to2012', '2007to2008', '2006to2011']",0,False
96,"['Information Technology Manager\n\nCompany Name\n\n', 'Information Technology Manager\n\nCompany Name\n\n', 'Information Systems Administrator\n\nCompany Name\n\n']","['2007to2024', '2001to2007', '2001to2001']",0,False
963,"['Finance Manager\n\n,\n', 'FINANCE DIRECTOR/SALES MANAGER\n\n,\n', 'Sales Manager\n\n,\n', 'Owner/CEO\n\n,\n']","['2012to2024', '2006to2012', '2001to2006', '1995to2001']",0,False
964,"['Health Advocate\n\n,\n', 'Security Officer\n\n,\n', 'Security Coordinator\n\n,\n', 'Transition Health Advocate\n\n,\n', 'Security Officer\n\n,\n', 'Maintenance\n\n,\n', 'School Age Teacher\n\n,\n']","['2019to2024', '2017to2024', '2017to2024', '2015to2017', '2015to2017', '2014to2015', '2013to2014']",0,False
965,"['General Accountant\n\nCompany Name\n\n', 'Medical Biller/Collector\n\nCompany Name\n\n', 'Lead of Clerical Services\n\nCompany Name\n\n']","['2010to2011', '2009to2010', '2000to2009']",0,False
966,"['SHELTER ADVOCATE\n\nCompany Name\n\n', 'MUNICIPAL COURT CLERK\n\nCompany Name\n\n', 'LEAD TELLER\n\nCompany Name\n\n']","['2014to2015', '2014to2014', '2012to2013']",0,False
973,"['STAFF ASSISTANT\n\nCompany Name\n\n', 'RECEPTIONIST\n\nCompany Name\n\n', 'Legal Secretary\nCompany Name\n\n']","['2007to2024', '2006to2007', '2000to2003']",0,False
976,"['Finance Manager\n\n,\n', 'Accounting Manager\n\n,\n', 'Corporate Controller\n\n,\n', 'Cost Accountant\n\n,\n', 'Supply Specialist\n\n,\n']","['2011to2014', '2008to2011', '2008to2008', '2007to2008', '1999to2007']",0,False
977,"['Accountant\n\nCompany Name\n', 'Data Processing Manager/Programmer\n\nCompany Name\n']","['2009to2010', '1993to2024']",0,False
98,"['Project management.\nFinance Manager\n\n', 'accounts receivables and payables.\nNational Sales Director and National Rehab Supervisor\n\n', 'maintaining service accounts.\nExecutive Vice President\n\n', 'purpose of visit and directed them to the appropriate destination.\nHuman Resourses Executive Assistant\n\n', 'Processed payroll and maintain employee payroll benefits database.\nAdmissions Office Executive Assistant\n']","['2015to2024', '2013to2015', '2000to2013', '1999to2000', '1998to1999']",0,False
980,"['Finance Manager\n\nCompany Name\n\n', 'Finance Manager\n\nCompany Name\n\n', 'Manager\n\nCompany Name\n\n']","['2012to2013', '2008to2011', '1993to2008']",0,False
988,"['IT Director\n\nCompany Name\n\n', 'Business Application Specialist\n\nCompany Name\n\n', 'Information Technology Specialist\n\nCompany Name\n\n', 'Information Technology Specialist I\n\nCompany Name\n\n', 'Network Assistant\nCompany Name\n\n', 'General Manager\n\nCompany Name\n\n']","['2015to2024', '2013to2015', '2011to2013', '2010to2011', '2010to2010', '2004to2006']",0,False
99,"[' payments.\nStaff Accountant\n\n', 'Coded the general ledger and processed vendor invoice payments.\nAccountant\n\n', ' vendors and suppliers on a weekly basis.\nCorporate Accountant\n\n']","['2011to2012', '2005to2010', '1998to2004']",0,False
993,"['Operations Finance Director\n\nCompany Name\n\n', 'Managing Director - Head Of Trading Floor Operations\n\nCompany Name\n\n', 'SR. Director - Options Trading Services and Operations\n\nCompany Name\n\n', 'Director -Manager -Options Trading Services\n\nCompany Name\n\n']","['2016to2024', '2009to2015', '2007to2009', '1992to2007']",0,False
